image_path,class_label_x,attributes_x,caption_x,instance_id_x,Unnamed: 5_x,attr_color,attr_material,attr_condition,attributes_clean,class_label_y,attributes_y,caption_y,instance_id_y,Unnamed: 5_y,changed_class,split
images/Team17_flip_flops_1_1.jpg,flip_flops,unknown,object photo,,Team17_flip_flops_1_2,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,flip_flops,unknown,object photo,,Team17_flip_flops_1_2,slippers,train
images/Team16_sneaker26.jpg,sneaker,color:blue;material:fabric;condition:new,A side view of blue and white patterned running sneakers.,SNK26,,blue,fabric,new,color:blue;material:fabric;condition:new,sneaker,color:blue;material:fabric;condition:new,A side view of blue and white patterned running sneakers.,SNK26,,sneakers,train
images/Team1_wallet_B_3_548.jpg,wallet,color:brown;material:leather;shape:rectangular,frayed wallet open on a patterned bedspread,Team1_wallet_B_3,,brown,leather,unknown,color:brown;material:leather;condition:unknown,wallet,color:brown;material:leather;shape:rectangular,frayed wallet open on a patterned bedspread,Team1_wallet_B_3,,wallet,train
images/Team18_Clothing_wallet_034.jpg,Clothing_wallet,colour:green;material:leather;condition:used;size:small,Green leather wallet on a blue background.,Team18_Wallet_H_4,,green,leather,used,color:green;material:leather;condition:used,Clothing_wallet,colour:green;material:leather;condition:used;size:small,Green leather wallet on a blue background.,Team18_Wallet_H_4,,wallet,train
images/Team16_mug46.jpg,mug,color:pink;material:ceramic;condition:new,The back of a pink owl mug showing a gold design.,MUG46,,pink,ceramic,new,color:pink;material:ceramic;condition:new,mug,color:pink;material:ceramic;condition:new,The back of a pink owl mug showing a gold design.,MUG46,,mug,train
images/team11_toothbrush_028.jpg,toothbrush,color:red;material:plastic;condition:used,toothbrush image,,Team_11_toothbrush_toothbrush_028,red,plastic,used,color:red;material:plastic;condition:used,toothbrush,color:red;material:plastic;condition:used,toothbrush image,,Team_11_toothbrush_toothbrush_028,toothbrush,train
images/team8_toothbrush_046.jpg,personal_care_toothbrush,"color:purple,size:medium,condition:used,material:plastic",A used medium sized purple plastic toothbrush,toothbrush_J_3,,purple,plastic,used,color:purple;material:plastic;condition:used,personal_care_toothbrush,"color:purple,size:medium,condition:used,material:plastic",A used medium sized purple plastic toothbrush,toothbrush_J_3,,toothbrush,train
images/Team16_earphones14.jpg,earphones,color:pink;material:plastic;condition:new,A pair of pink true wireless sport earbuds in their case.,EP14,,pink,plastic,new,color:pink;material:plastic;condition:new,earphones,color:pink;material:plastic;condition:new,A pair of pink true wireless sport earbuds in their case.,EP14,,earphones,train
images/Team15_footwear_54.jpg,footwear,color:grey;material:rubber;condition:used,grey slippers with orange strap,,Team15_footwear_54,grey,rubber,used,color:grey;material:rubber;condition:used,footwear,color:grey;material:rubber;condition:used,grey slippers with orange strap,,Team15_footwear_54,footwear,train
images/Team17_Earpods_headphones_1_0.jpg,Earpods_headphones,unknown,object photo,,Team17_Earpods_headphones_1_1,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,Earpods_headphones,unknown,object photo,,Team17_Earpods_headphones_1_1,headphones,train
images/team5_sneakers_D2.jpg,sneakers,color:white;material:fabric;condition:used;size:unknown,white shoes,TEAM5_SNEAKERS_D_2,,white,fabric,used,color:white;material:fabric;condition:used,sneakers,color:white;material:fabric;condition:used;size:unknown,white shoes,TEAM5_SNEAKERS_D_2,,sneakers,train
images/team23_sneakers_047.jpg,sneakers,"""color:unknown;material:fabric;condition:old""",Black leather wallet rests on surface.,,TEAM23_SNEAKERS_J_47,unknown,fabric,old,color:unknown;material:fabric;condition:old,sneakers,"""color:unknown;material:fabric;condition:old""",Black leather wallet rests on surface.,,TEAM23_SNEAKERS_J_47,sneakers,train
images\team14_pen (36).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,TEAM14_BLUEPEN_M,,blue,plastic,used,color:blue;material:plastic;condition:used,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,TEAM14_BLUEPEN_M,,pen,train
images/team13_personal_care_deodorant_032.jpg,personal_care_deodorant,color:yellow;material:metal;condition:used;size:medium;style:modern,deodorant stick with cap and body,,TEAM13_PERSONAL_CARE_DEODORANT_G_2,yellow,metal,used,color:yellow;material:metal;condition:used,personal_care_deodorant,color:yellow;material:metal;condition:used;size:medium;style:modern,deodorant stick with cap and body,,TEAM13_PERSONAL_CARE_DEODORANT_G_2,deodorant,train
images/team8_shoes_001.jpg,footwear_shoes,"color:blue,size:medium,condition:used,material:mesh",A used medium sized blue mesh shoe,shoe_A_1,,blue,mesh,used,color:blue;material:mesh;condition:used,footwear_shoes,"color:blue,size:medium,condition:used,material:mesh",A used medium sized blue mesh shoe,shoe_A_1,,shoes,train
images/Team16_earphones33.jpg,earphones,color:pink;material:plastic;condition:used,A person wearing a pair of pink wireless over-ear earphones.,EP33,,pink,plastic,used,color:pink;material:plastic;condition:used,earphones,color:pink;material:plastic;condition:used,A person wearing a pair of pink wireless over-ear earphones.,EP33,,earphones,train
images/team11_pen_027.jpg,pen,color:blue;material:plastic;condition:used,pen image,,Team_11_pen_pen_027,blue,plastic,used,color:blue;material:plastic;condition:used,pen,color:blue;material:plastic;condition:used,pen image,,Team_11_pen_pen_027,pen,train
images/team25_shuttlecock_58.jpg,sports_shuttlecock,"""color:yellow;material:plastic;condition:new;shape:conical","""yellow plastic badmintion shuttle cock""",,shuttlecock_L_3,yellow,plastic,new,color:yellow;material:plastic;condition:new,sports_shuttlecock,"""color:yellow;material:plastic;condition:new;shape:conical","""yellow plastic badmintion shuttle cock""",,shuttlecock_L_3,shuttlecock,train
images/team22_mug_041.png,tableware_mug,color:silver;material:metal;size:small,plain silver tableware_mug,,team22_MUG_16_1,silver,metal,unknown,color:silver;material:metal;condition:unknown,tableware_mug,color:silver;material:metal;size:small,plain silver tableware_mug,,team22_MUG_16_1,mug,train
images/team23_notebook_024.jpg,notebook,"""color:black;material:paper;condition:new""",Purple journal with yellow note pad.,,TEAM23_NOTEBOOK_E_24,black,paper,new,color:black;material:paper;condition:new,notebook,"""color:black;material:paper;condition:new""",Purple journal with yellow note pad.,,TEAM23_NOTEBOOK_E_24,notebook,train
images/Team15_notebook_6.jpg,notebook,color:blue;material:paper;condition:used,blue and purple notebook,,Team15_notebook_6,blue,paper,used,color:blue;material:paper;condition:used,notebook,color:blue;material:paper;condition:used,blue and purple notebook,,Team15_notebook_6,notebook,train
images/team23_pencil_014.jpg,pencil,"""color:blue;material:wood;condition:old""",Maroon pencil lies on blank paper.,,TEAM23_PENCIL_C_14,blue,wood,old,color:blue;material:wood;condition:old,pencil,"""color:blue;material:wood;condition:old""",Maroon pencil lies on blank paper.,,TEAM23_PENCIL_C_14,pencil,train
images\team14_slippers (21).jpg,footware_slippers,color:unknown;material:rubber;condition:used;size:medium,slipper of medium size and used condition,Team14_UnknownSlippers_B,,unknown,rubber,used,color:unknown;material:rubber;condition:used,footware_slippers,color:unknown;material:rubber;condition:used;size:medium,slipper of medium size and used condition,Team14_UnknownSlippers_B,,slippers,train
images/Team18_Clothing_wallet_046.jpg,Clothing_wallet,colour:multi-colour;material:leather;condition:broken;size:small,Multi-color leather wallet on a wooden table.,Team18_Wallet_K_1,,multi-colour,leather,broken,color:multi-colour;material:leather;condition:broken,Clothing_wallet,colour:multi-colour;material:leather;condition:broken;size:small,Multi-color leather wallet on a wooden table.,Team18_Wallet_K_1,,wallet,train
images/team11_power_banks_017.jpg,power_banks,color:white;material:plastic;condition:new,power_banks image,,Team_11_power_banks_power_banks_017,white,plastic,new,color:white;material:plastic;condition:new,power_banks,color:white;material:plastic;condition:new,power_banks image,,Team_11_power_banks_power_banks_017,powerbank,train
images/Team16_plate24.jpg,plate,color:pink;material:plastic;condition:used,A pink sectioned toddler plate filled with healthy snacks.,PLT24,,pink,plastic,used,color:pink;material:plastic;condition:used,plate,color:pink;material:plastic;condition:used,A pink sectioned toddler plate filled with healthy snacks.,PLT24,,plate,train
images/team22_wrist_watch_129.png,clothing_wrist_watch,color:black;material:metal;size:medium,black analog with white face,,team22_WATCH_02_4,black,metal,unknown,color:black;material:metal;condition:unknown,clothing_wrist_watch,color:black;material:metal;size:medium,black analog with white face,,team22_WATCH_02_4,watch,train
images/Team17_Shampoo_bottle_7_0.jpg,Shampoo_bottle,unknown,object photo,,Team17_Shampoo_bottle_7_1,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,Shampoo_bottle,unknown,object photo,,Team17_Shampoo_bottle_7_1,shampoo,train
images/team8_toothbrush_047.jpg,personal_care_toothbrush,"color:purple,size:medium,condition:used,material:plastic",A used medium sized purple plastic toothbrush,toothbrush_J_4,,purple,plastic,used,color:purple;material:plastic;condition:used,personal_care_toothbrush,"color:purple,size:medium,condition:used,material:plastic",A used medium sized purple plastic toothbrush,toothbrush_J_4,,toothbrush,train
images/team8_bottle_014.jpg,tableware_water_bottle,"color:black,size:small,condition:new,material:metal",A new small black metal bottle,bottle_G_1,,black,metal,new,color:black;material:metal;condition:new,tableware_water_bottle,"color:black,size:small,condition:new,material:metal",A new small black metal bottle,bottle_G_1,,bottle,train
images/Team17_mouse_8_1.jpg,mouse,unknown,object photo,,Team17_mouse_8_2,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,mouse,unknown,object photo,,Team17_mouse_8_2,mouse,train
images/team13_clothing_wrist_watch_015.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:modern,watch displaying time with clear face,,TEAM13_CLOTHING_WRIST_WATCH_C_5,silver,metal,used,color:silver;material:metal;condition:used,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:modern,watch displaying time with clear face,,TEAM13_CLOTHING_WRIST_WATCH_C_5,watch,train
images/team25_slippers_14.jpg,footwear_slippers,"""color:black;material:rubber;condition:new;shape:elongated_oval","""health fit slipper in black and purple band""",,slippers_C_4,black,rubber,new,color:black;material:rubber;condition:new,footwear_slippers,"""color:black;material:rubber;condition:new;shape:elongated_oval","""health fit slipper in black and purple band""",,slippers_C_4,slippers,train
images/team3_wrist_watch_025.jpg,wrist_watch,color:blue;material:rubber;pattern:plain;condition:new;features:analog,A blue analog rubber wrist_watch with plain pattern in new condition.,team3_watch_07_2,,blue,rubber,new,color:blue;material:rubber;condition:new,wrist_watch,color:blue;material:rubber;pattern:plain;condition:new;features:analog,A blue analog rubber wrist_watch with plain pattern in new condition.,team3_watch_07_2,,watch,train
images/team13_footwear_sneakers_038.jpg,footwear_sneakers,color:black;material:rubber;condition:new;size:medium;style:modern,sneakers with rubber sole and fabric upper,,TEAM13_FOOTWEAR_SNEAKERS_H_3,black,rubber,new,color:black;material:rubber;condition:new,footwear_sneakers,color:black;material:rubber;condition:new;size:medium;style:modern,sneakers with rubber sole and fabric upper,,TEAM13_FOOTWEAR_SNEAKERS_H_3,sneakers,train
images/team10_electronics_accessories_earphones_084.jpg,earphones,color:white;material:plastic;condition:new;size:small,white plastic earphones in small size,TEAM10_EAR_K_3,,white,plastic,new,color:white;material:plastic;condition:new,earphones,color:white;material:plastic;condition:new;size:small,white plastic earphones in small size,TEAM10_EAR_K_3,,earphones,train
images/team23_pencil_003.jpg,pencil,"""color:blue;material:wood;condition:old""",Pencil on green graph paper.,,TEAM23_PENCIL_A_3,blue,wood,old,color:blue;material:wood;condition:old,pencil,"""color:blue;material:wood;condition:old""",Pencil on green graph paper.,,TEAM23_PENCIL_A_3,pencil,train
images/team9_scissor_07_d.jpg,scissor,color:black;material:metal;condition:broken;size:medium,open scissor,team9_scissor_07_4,,black,metal,broken,color:black;material:metal;condition:broken,scissor,color:black;material:metal;condition:broken;size:medium,open scissor,team9_scissor_07_4,,scissors,train
images/Team15_watch_33.jpg,watch,color:black;material:steel;condition:new,black watch with black dial and white symbols,,Team15_watch_33,black,steel,new,color:black;material:steel;condition:new,watch,color:black;material:steel;condition:new,black watch with black dial and white symbols,,Team15_watch_33,watch,train
images\team14_pen (96).jpg,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,TEAM14_BLACKPEN_AN,,black,plastic,used,color:black;material:plastic;condition:used,stationary_pen,color:black;material:plastic;condition:used;size:medium,a used medium-sized BLACK plastic pen,TEAM14_BLACKPEN_AN,,pen,train
images/team22_suitcase_066.png,travel_suitcase,color:black;material:fabric;size:small,short black suitcase,,team22_SUITCASE_03_4,black,fabric,unknown,color:black;material:fabric;condition:unknown,travel_suitcase,color:black;material:fabric;size:small,short black suitcase,,team22_SUITCASE_03_4,suitcase,train
images/team25_clothespin_18.jpg,homestorage_clothespin,"""color:silver;material:metal;condition:used;shape:A-shape ""","""used clothespin in silven color on palm""",,clothespin_I_3,silver,metal,used,color:silver;material:metal;condition:used,homestorage_clothespin,"""color:silver;material:metal;condition:used;shape:A-shape ""","""used clothespin in silven color on palm""",,clothespin_I_3,clothespin,train
images/team13_personal_care_soap_bar_029.jpg,personal_care_soap_bar,color:pink;material:plastic;condition:new;size:small;style:minimalist,bar soap with rectangular shape and design,,TEAM13_PERSONAL_CARE_SOAP_BAR_F_4,pink,plastic,new,color:pink;material:plastic;condition:new,personal_care_soap_bar,color:pink;material:plastic;condition:new;size:small;style:minimalist,bar soap with rectangular shape and design,,TEAM13_PERSONAL_CARE_SOAP_BAR_F_4,soap,train
images/team10_electronics_accessories_keyboards_126.jpg,keyboard,color:red;material:plastic;condition:used;size:large,red plastic keyboard in used condition and large size,TEAM10_KEY_B_1,,red,plastic,used,color:red;material:plastic;condition:used,keyboard,color:red;material:plastic;condition:used;size:large,red plastic keyboard in used condition and large size,TEAM10_KEY_B_1,,keyboard,train
images/Team17_keyboard_0_2.jpg,keyboard,unknown,object photo,,Team17_keyboard_0_3,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,keyboard,unknown,object photo,,Team17_keyboard_0_3,keyboard,train
images/team11_brush_050.jpg,brush,color:brown;material:wood+metal;condition:used,angled brush with reddish handle and golden ferrule,,Team_11_brush_brush_050,brown,wood+metal,used,color:brown;material:wood+metal;condition:used,brush,color:brown;material:wood+metal;condition:used,angled brush with reddish handle and golden ferrule,,Team_11_brush_brush_050,brush,train
images/team9_cup_13_b.jpg,Cup,color:white;material:ceramic;condition:used;size:medium,A white cup with a gold rim and a picture of a dancer.,team9_cup_13_2,,white,ceramic,used,color:white;material:ceramic;condition:used,Cup,color:white;material:ceramic;condition:used;size:medium,A white cup with a gold rim and a picture of a dancer.,team9_cup_13_2,,cup,train
images/team13_travel_handbag_044.jpg,travel_handbag,color:black;material:fabric;condition:mint;size:large;style:casual,handbag displaying material texture and color,,TEAM13_TRAVEL_HANDBAG_I_4,black,fabric,mint,color:black;material:fabric;condition:mint,travel_handbag,color:black;material:fabric;condition:mint;size:large;style:casual,handbag displaying material texture and color,,TEAM13_TRAVEL_HANDBAG_I_4,handbag,train
images/team8_shampoo_002.jpg,personal_care_shampoo_bottle,"color:white,size:medium,condition:used,material:plastic",A used medium white plastic shampoo bottle,shampoo_A_2,,white,plastic,used,color:white;material:plastic;condition:used,personal_care_shampoo_bottle,"color:white,size:medium,condition:used,material:plastic",A used medium white plastic shampoo bottle,shampoo_A_2,,shampoo,train
images/team13_footwear_sneakers_002.jpg,footwear_sneakers,color:black;material:synthetic;condition:worn;size:large;style:modern,athletic footwear with brand logo visible,,TEAM13_FOOTWEAR_SNEAKERS_A_2,black,synthetic,worn,color:black;material:synthetic;condition:worn,footwear_sneakers,color:black;material:synthetic;condition:worn;size:large;style:modern,athletic footwear with brand logo visible,,TEAM13_FOOTWEAR_SNEAKERS_A_2,sneakers,train
images\team14_shampoo_bottle (47).jpg,personal_care_shampoo_bottle,color:black;material:plastic;condition:used;size:medium,A used black color shampoo bottle,Team14_BLACKSHAMPOO_H,,black,plastic,used,color:black;material:plastic;condition:used,personal_care_shampoo_bottle,color:black;material:plastic;condition:used;size:medium,A used black color shampoo bottle,Team14_BLACKSHAMPOO_H,,shampoo,train
images\team14_pen (92).jpg,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,TEAM14_BLUEPEN_AP,,blue,plastic,used,color:blue;material:plastic;condition:used,stationary_pen,color:blue;material:plastic;condition:used;size:medium,a used medium-sized blue plastic pen,TEAM14_BLUEPEN_AP,,pen,train
images/Team1_paintbrush_L_3_238.JPG,paintbrush,color:red;material:plastic;shape:cylindrical,red paintbrush horizontal on white background,Team1_paintbrush_L_3,,red,plastic,unknown,color:red;material:plastic;condition:unknown,paintbrush,color:red;material:plastic;shape:cylindrical,red paintbrush horizontal on white background,Team1_paintbrush_L_3,,paintbrush,train
images/Team16_keyboard60.jpg,keyboard,color:purple;material:plastic;condition:new,A blurry image of a white and purple backlit keyboard.,KEY60,,purple,plastic,new,color:purple;material:plastic;condition:new,keyboard,color:purple;material:plastic;condition:new,A blurry image of a white and purple backlit keyboard.,KEY60,,keyboard,train
images/team3_cup_043.jpg,cup,color:white;material:ceramic;pattern:plain;condition:used;features:with_handle,A used white plain ceramic cup with handle,team3_cup_14_2,,white,ceramic,used,color:white;material:ceramic;condition:used,cup,color:white;material:ceramic;pattern:plain;condition:used;features:with_handle,A used white plain ceramic cup with handle,team3_cup_14_2,,cup,train
images/team13_clothing_cap_052.jpg,clothing_cap,color:white;material:synthetic;condition:used;size:small;style:sports,cap with adjustable strap and fabric material,,TEAM13_CLOTHING_CAP_M_5,white,synthetic,used,color:white;material:synthetic;condition:used,clothing_cap,color:white;material:synthetic;condition:used;size:small;style:sports,cap with adjustable strap and fabric material,,TEAM13_CLOTHING_CAP_M_5,cap,train
images/team8_shampoo_037.jpg,personal_care_shampoo_bottle,"color:white,size:medium,condition:new,material:plastic",A new medium white plastic shampoo bottle,shampoo_H_2,,white,plastic,new,color:white;material:plastic;condition:new,personal_care_shampoo_bottle,"color:white,size:medium,condition:new,material:plastic",A new medium white plastic shampoo bottle,shampoo_H_2,,shampoo,train
images\team14_shampoo_bottle (72).jpg,personal_care_shampoo_bottle,color:black;material:plastic;condition:used;size:medium,A used black color shampoo bottle,Team14_BLACKSHAMPOO_M,,black,plastic,used,color:black;material:plastic;condition:used,personal_care_shampoo_bottle,color:black;material:plastic;condition:used;size:medium,A used black color shampoo bottle,Team14_BLACKSHAMPOO_M,,shampoo,train
images/team3_water_bottle_026.jpg,water_bottle,color:white;material:metal;pattern:plain;condition:used;features:unknown,A used white plain metal water bottle,team3_water_bottle_14_1,,white,metal,used,color:white;material:metal;condition:used,water_bottle,color:white;material:metal;pattern:plain;condition:used;features:unknown,A used white plain metal water bottle,team3_water_bottle_14_1,,bottle,train
images/Team18_Travel_bagpack_022.jpg,Travel_bagpack,color:brown;material:leather;condition:new;size:medium,Side view of leather bag standing upright,Team18_bagpack_K_2,,brown,leather,new,color:brown;material:leather;condition:new,Travel_bagpack,color:brown;material:leather;condition:new;size:medium,Side view of leather bag standing upright,Team18_bagpack_K_2,,backpack,train
images/team25_cup_52.jpg,tableware_cup,"""color:red;material:clay;condition:new;shape:cylindrical""","""simple cup in red color""",,cup_R_2,red,clay,new,color:red;material:clay;condition:new,tableware_cup,"""color:red;material:clay;condition:new;shape:cylindrical""","""simple cup in red color""",,cup_R_2,cup,train
images/team23_hanger_037.jpg,hanger,"""color:green;material:plastic;condition:old""",Green hanger against a white wall.,,TEAM23_HANGER_H_37,green,plastic,old,color:green;material:plastic;condition:old,hanger,"""color:green;material:plastic;condition:old""",Green hanger against a white wall.,,TEAM23_HANGER_H_37,hanger,train
images/team5_toothpaste_F1.jpg,toothpaste,color:white;material:plastic;condition:used;size:medium,white toothpaste,TEAM5_TOOTHPASTE_F_1,,white,plastic,used,color:white;material:plastic;condition:used,toothpaste,color:white;material:plastic;condition:used;size:medium,white toothpaste,TEAM5_TOOTHPASTE_F_1,,toothpaste,train
images/team11_mouse_039.jpg,mouse,color:blue;material:plastic;condition:used,front view of slim blue wireless mouse,,Team_11_mouse_mouse_039,blue,plastic,used,color:blue;material:plastic;condition:used,mouse,color:blue;material:plastic;condition:used,front view of slim blue wireless mouse,,Team_11_mouse_mouse_039,mouse,train
images/team5_pill_strip_B1.jpg,pill_strip,color:black;material:metal;condition:used;size:large,tablets for cold and cough,TEAM5_PILL_STRIP_B_1,,black,metal,used,color:black;material:metal;condition:used,pill_strip,color:black;material:metal;condition:used;size:large,tablets for cold and cough,TEAM5_PILL_STRIP_B_1,,strip,train
images/team11_notebook_058.jpg,notebook,color:white;material:paper;condition:used,notebook image,,Team_11_notebook_notebook_058,white,paper,used,color:white;material:paper;condition:used,notebook,color:white;material:paper;condition:used,notebook image,,Team_11_notebook_notebook_058,notebook,train
images/team22_mouse_029.jpg,electronics_accessories_mouse,color:grey;material:unknown;size:unknown,pebble shaped grey wireless mouse,,team22_MOUSE_F_4,grey,unknown,unknown,color:grey;material:unknown;condition:unknown,electronics_accessories_mouse,color:grey;material:unknown;size:unknown,pebble shaped grey wireless mouse,,team22_MOUSE_F_4,mouse,train
images/team11_toothbrush_025.jpg,toothbrush,color:white;material:plastic;condition:used,toothbrush image,,Team_11_toothbrush_toothbrush_025,white,plastic,used,color:white;material:plastic;condition:used,toothbrush,color:white;material:plastic;condition:used,toothbrush image,,Team_11_toothbrush_toothbrush_025,toothbrush,train
images/Team1_notebook_E_1_141.jpg,notebook,color:blue;material:paper;shape:rectangular,blue paper notebook in front of a wall,Team1_notebook_E_1,,blue,paper,unknown,color:blue;material:paper;condition:unknown,notebook,color:blue;material:paper;shape:rectangular,blue paper notebook in front of a wall,Team1_notebook_E_1,,notebook,train
images/team13_clothing_wrist_watch_060.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:used;size:medium;style:casual,watch with metal bracelet and crown,,TEAM13_CLOTHING_WRIST_WATCH_L_5,silver,rubber,used,color:silver;material:rubber;condition:used,clothing_wrist_watch,color:silver;material:rubber;condition:used;size:medium;style:casual,watch with metal bracelet and crown,,TEAM13_CLOTHING_WRIST_WATCH_L_5,watch,train
images/Team17_mouse_2_3.jpg,mouse,unknown,object photo,,Team17_mouse_2_4,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,mouse,unknown,object photo,,Team17_mouse_2_4,mouse,train
images/team11_pencil_014.jpg,pencil,color:yellow;material:wood;condition:used,pencil image,,Team_11_pencil_pencil_014,yellow,wood,used,color:yellow;material:wood;condition:used,pencil,color:yellow;material:wood;condition:used,pencil image,,Team_11_pencil_pencil_014,pencil,train
images/team13_personal_care_soap_bar_054.jpg,personal_care_soap_bar,color:green;material:soap;condition:new;size:medium;style:modern,hygiene product displaying ingredients list,,TEAM13_PERSONAL_CARE_SOAP_BAR_K_4,green,soap,new,color:green;material:soap;condition:new,personal_care_soap_bar,color:green;material:soap;condition:new;size:medium;style:modern,hygiene product displaying ingredients list,,TEAM13_PERSONAL_CARE_SOAP_BAR_K_4,soap,train
images/Team17_keyboard_5_3.jpg,keyboard,unknown,object photo,,Team17_keyboard_5_4,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,keyboard,unknown,object photo,,Team17_keyboard_5_4,keyboard,train
images/Team16_toothpaste21.jpg,toothpaste,color:blue;material:plastic;condition:used,A tube of Crest with Scope toothpaste standing up.,TPT21,,blue,plastic,used,color:blue;material:plastic;condition:used,toothpaste,color:blue;material:plastic;condition:used,A tube of Crest with Scope toothpaste standing up.,TPT21,,toothpaste,train
images/team3_sneakers_060.jpg,sneakers,color:pink;material:fabric;pattern:plain;condition:used;features:with_laces,"A used pink sneakers of fabric material with plain pattern, with laces",team3_sneakers_12_5,,pink,fabric,used,color:pink;material:fabric;condition:used,sneakers,color:pink;material:fabric;pattern:plain;condition:used;features:with_laces,"A used pink sneakers of fabric material with plain pattern, with laces",team3_sneakers_12_5,,sneakers,train
images/team3_wallet_051.jpg,wallet,color:brown;material:leather;pattern:textured;condition:new;features:without_chain,"A new brown wallet of leather material with a textured pattern, without_chain",team3_wallet_11_1,,brown,leather,new,color:brown;material:leather;condition:new,wallet,color:brown;material:leather;pattern:textured;condition:new;features:without_chain,"A new brown wallet of leather material with a textured pattern, without_chain",team3_wallet_11_1,,wallet,train
images/team9_cap_15_a.jpg,cap,color:white;material:fabric;condition:used;size:medium,cap top view,team9_cap_15_1,,white,fabric,used,color:white;material:fabric;condition:used,cap,color:white;material:fabric;condition:used;size:medium,cap top view,team9_cap_15_1,,cap,train
images/team8_Spectacle_005.jpg,clothing_spectacles,"color:transparent,size:medium,condition:new,material:plastic",New medium sized transparent plastic spectacles,specs_A_5,,transparent,plastic,new,color:transparent;material:plastic;condition:new,clothing_spectacles,"color:transparent,size:medium,condition:new,material:plastic",New medium sized transparent plastic spectacles,specs_A_5,,spectacles,train
images/Team16_keyboard20.jpg,keyboard,color:green;material:plastic;condition:new,A sage green and white 96% keyboard on a wooden tray.,KEY20,,green,plastic,new,color:green;material:plastic;condition:new,keyboard,color:green;material:plastic;condition:new,A sage green and white 96% keyboard on a wooden tray.,KEY20,,keyboard,train
images/team8_bottle_011.jpg,tableware_water_bottle,"color:blue,size:medium,condition:unknown,material:plastic",A medium sized blue plastic bottle,bottle_E_1,,blue,plastic,unknown,color:blue;material:plastic;condition:unknown,tableware_water_bottle,"color:blue,size:medium,condition:unknown,material:plastic",A medium sized blue plastic bottle,bottle_E_1,,bottle,train
images/team25_calculator_32.jpg,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""calculator with fancy toy type keys""",,calculator_G_2,white,plastic,new,color:white;material:plastic;condition:new,stationery_calculator,"""color:white;material:plastic;condition:new;shape:rectangular""","""calculator with fancy toy type keys""",,calculator_G_2,calculator,train
images/Team17_Travel_backpack_9_1.jpg,Travel_backpack,unknown,object photo,,Team17_Travel_backpack_9_2,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,Travel_backpack,unknown,object photo,,Team17_Travel_backpack_9_2,backpack,train
images/team23_shampoo_037.jpg,shampoo,"""color:red;material:plastic;condition:new""",Black sports shoes on floor.,,TEAM23_SHAMPOO_H_37,red,plastic,new,color:red;material:plastic;condition:new,shampoo,"""color:red;material:plastic;condition:new""",Black sports shoes on floor.,,TEAM23_SHAMPOO_H_37,shampoo,train
images/Team18_Stationery_notebook_032.jpg,Stationery_notebook,colour:multi-color;material:paper;condition:used;size:medium,Multi-color paper notebook on a wooden desk.,Team18_Notebook_H_2,,multi-color,paper,used,color:multi-color;material:paper;condition:used,Stationery_notebook,colour:multi-color;material:paper;condition:used;size:medium,Multi-color paper notebook on a wooden desk.,Team18_Notebook_H_2,,notebook,train
images\team14_water_bottle (94).jpg,tableware_water_bottle,color:black;material:plastic;condition:used;size:small,BLACK PLASTIC waterbottle of SMALL size and used condition,TEAM14_BLACKBOTTLE_AL,,black,plastic,used,color:black;material:plastic;condition:used,tableware_water_bottle,color:black;material:plastic;condition:used;size:small,BLACK PLASTIC waterbottle of SMALL size and used condition,TEAM14_BLACKBOTTLE_AL,,bottle,train
images/Team17_mouse_11_2.jpg,mouse,unknown,object photo,,Team17_mouse_11_3,unknown,unknown,unknown,color:unknown;material:unknown;condition:unknown,mouse,unknown,object photo,,Team17_mouse_11_3,mouse,train
images\team14_earphones (70).jpg,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white bluetooth earphones open lid with side view,Team14_WhiteEarphones_X,,white,plastic,used,color:white;material:plastic;condition:used,electronic_accessories_earphones,color:white;material:plastic;condition:used;size:small,white bluetooth earphones open lid with side view,Team14_WhiteEarphones_X,,earphones,train
images/team23_shampoo_050.jpg,shampoo,"""color:white;material:plastic;condition:old""",Pair of dark athletic shoes.,,TEAM23_SHAMPOO_K_50,white,plastic,old,color:white;material:plastic;condition:old,shampoo,"""color:white;material:plastic;condition:old""",Pair of dark athletic shoes.,,TEAM23_SHAMPOO_K_50,shampoo,train
